9,64,148,145,128,109,95,8,62,62,62,62,62,
10,150,145,128,109,95,81,62,62,62,62,62,62,
11,144,136,119,103,87,73,62,62,62,62,62,62,
10,151,145,129,110,96,81,62,62,62,62,62,62,
11,154,148,132,113,100,84,62,62,62,62,62,62,
4,73,159,154,139,121,104,8,62,62,62,62,62,
5,65,149,146,129,111,97,8,62,62,62,62,62,
7,159,152,137,119,103,88,62,62,62,62,62,62,
8,144,136,118,102,87,73,62,62,62,62,62,62,
5,146,140,122,105,90,77,62,62,62,62,62,62,
6,150,145,128,109,95,81,62,62,62,62,62,62,
8,65,150,146,130,111,97,8,62,62,62,62,62,
9,64,148,145,129,110,96,8,62,62,62,62,62,
1,60,147,144,124,108,93,8,62,62,62,62,62,
2,58,145,141,122,106,91,8,62,62,62,62,62,
9,144,137,119,103,88,74,62,62,62,62,62,62,
6,58,144,139,121,105,90,8,62,62,62,62,62,
7,59,146,143,124,107,93,8,62,62,62,62,62,
4,156,150,134,116,101,86,62,62,62,62,62,62,
5,148,143,124,107,93,80,62,62,62,62,62,62,
9,68,153,149,133,115,100,8,62,62,62,62,62,
10,64,147,144,128,108,94,8,62,62,62,62,62,
8,153,169,161,145,129,110,62,62,62,62,62,62,
9,153,167,158,143,124,108,62,62,62,62,62,62,
1,145,138,121,104,89,75,62,62,62,62,62,62,
2,144,136,119,103,87,73,62,62,62,62,62,62,
4,69,154,150,134,116,101,8,62,62,62,62,62,
5,75,161,156,142,123,106,8,62,62,62,62,62,
6,143,135,117,102,86,72,62,62,62,62,62,62,
7,136,130,111,97,82,67,62,62,62,62,62,62,
9,64,149,145,129,110,96,8,62,62,62,62,62,
10,59,146,142,123,106,92,8,62,62,62,62,62,
8,57,144,139,121,104,89,8,62,62,62,62,62,
9,156,178,170,154,140,122,62,62,62,62,62,62,
10,152,146,130,111,97,82,62,62,62,62,62,62,
5,54,139,134,116,101,86,8,62,62,62,62,62,
6,58,144,139,121,105,90,8,62,62,62,62,62,
8,152,146,130,111,98,82,62,62,62,62,62,62,
9,150,145,128,109,95,81,62,62,62,62,62,62,
4,156,149,134,116,101,85,62,62,62,62,62,62,
5,164,156,142,123,106,92,62,62,62,62,62,62,
10,56,142,136,119,103,87,8,62,62,62,62,62,
11,60,148,144,128,109,94,8,62,62,62,62,62,
8,86,172,168,152,137,119,8,62,62,62,62,62,
9,147,164,153,138,121,104,62,62,62,62,62,62,
10,146,140,122,106,91,77,62,62,62,62,62,62,
0,67,151,147,131,113,99,8,62,62,62,62,62,
8,143,135,117,102,86,72,62,62,62,62,62,62,
9,167,161,145,129,110,96,62,62,62,62,62,62,
5,148,142,123,107,92,79,62,62,62,62,62,62,
6,148,143,123,107,92,79,62,62,62,62,62,62,
10,54,139,134,116,101,86,8,62,62,62,62,62,
11,65,149,146,130,111,97,8,62,62,62,62,62,
4,66,151,147,131,112,99,8,62,62,62,62,62,
5,56,142,136,119,103,87,8,62,62,62,62,62,
10,147,142,123,106,92,79,62,62,62,62,62,62,
11,148,142,123,107,92,79,62,62,62,62,62,62,
6,55,141,135,118,102,87,8,62,62,62,62,62,
7,83,169,165,149,133,115,8,62,62,62,62,62,
8,173,167,151,136,118,102,62,62,62,62,62,62,
9,137,131,112,98,83,68,62,62,62,62,62,62,
0,152,146,130,111,97,82,62,62,62,62,62,62,
4,68,153,149,133,115,101,8,62,62,62,62,62,
5,55,141,136,118,102,87,8,62,62,62,62,62,
8,58,145,140,122,105,91,8,62,62,62,62,62,
9,67,152,148,132,114,100,8,62,62,62,62,62,
10,137,131,112,98,83,68,62,62,62,62,62,62,
11,148,143,124,107,93,80,62,62,62,62,62,62,
2,60,147,143,124,108,93,8,62,62,62,62,62,
3,65,150,146,130,111,97,8,62,62,62,62,62,
4,149,144,124,108,93,80,62,62,62,62,62,62,
5,146,140,122,106,91,77,62,62,62,62,62,62,
0,64,148,144,128,109,94,8,62,62,62,62,62,
1,64,148,145,128,109,95,8,62,62,62,62,62,
6,141,134,115,101,85,71,62,62,62,62,62,62,
7,165,158,143,124,108,93,62,62,62,62,62,62,
4,148,143,124,108,93,80,62,62,62,62,62,62,
5,146,140,122,105,90,77,62,62,62,62,62,62,
8,92,179,174,159,144,128,8,62,62,62,62,62,
9,66,151,147,131,112,99,8,62,62,62,62,62,
7,58,145,141,122,106,91,8,62,62,62,62,62,
8,149,164,154,139,121,105,62,62,62,62,62,62,
9,148,143,124,108,93,80,62,62,62,62,62,62,
2,142,134,117,101,86,72,62,62,62,62,62,62,
3,147,141,122,106,91,78,62,62,62,62,62,62,
6,64,148,145,129,110,96,8,62,62,62,62,62,
7,59,146,142,123,107,92,8,62,62,62,62,62,
0,146,140,122,105,90,77,62,62,62,62,62,62,
1,146,140,122,105,90,77,62,62,62,62,62,62,
4,60,147,143,124,108,93,8,62,62,62,62,62,
5,58,145,141,122,106,91,8,62,62,62,62,62,
5,80,166,162,146,130,111,8,62,62,62,62,62,
6,58,144,139,121,105,90,8,62,62,62,62,62,
8,180,173,158,143,124,108,62,62,62,62,62,62,
9,154,148,133,114,100,84,62,62,62,62,62,62,
1,73,159,154,140,122,105,8,62,62,62,62,62,
2,58,145,140,122,106,91,8,62,62,62,62,62,
7,145,137,120,104,88,75,62,62,62,62,62,62,
8,149,144,124,108,94,80,62,62,62,62,62,62,
5,64,148,145,128,109,95,8,62,62,62,62,62,
6,157,195,186,169,154,139,62,62,62,62,62,62,
7,148,144,124,108,93,80,62,62,62,62,62,62,
2,56,142,136,119,103,87,8,62,62,62,62,62,
3,97,185,180,165,149,133,8,62,62,62,62,62,
4,147,162,152,137,119,103,62,62,62,62,62,62,
5,151,165,155,140,122,105,62,62,62,62,62,62,
5,169,164,147,131,113,99,62,62,62,62,62,62,
6,147,162,152,137,119,103,62,62,62,62,62,62,
7,66,150,147,130,112,98,8,62,62,62,62,62,
1,164,156,141,123,106,91,62,62,62,62,62,62,
2,146,140,122,105,90,77,62,62,62,62,62,62,
4,72,158,153,138,120,104,8,62,62,62,62,62,
5,57,143,138,120,104,88,8,62,62,62,62,62,
5,151,146,129,111,96,82,62,62,62,62,62,62,
6,187,180,165,148,133,114,62,62,62,62,62,62,
9,66,150,147,130,112,98,8,62,62,62,62,62,
10,58,145,141,122,106,91,8,62,62,62,62,62,
2,146,139,121,105,90,76,62,62,62,62,62,62,
3,185,178,164,147,131,113,62,62,62,62,62,62,
4,150,145,128,109,95,81,62,62,62,62,62,62,
5,137,130,112,98,83,68,62,62,62,62,62,62,
10,58,145,140,122,106,91,8,62,62,62,62,62,
11,64,148,145,129,110,96,8,62,62,62,62,62,
0,57,143,137,120,103,88,8,62,62,62,62,62,
1,58,144,139,121,105,90,8,62,62,62,62,62,
6,146,140,122,105,90,77,62,62,62,62,62,62,
7,150,145,129,110,96,81,62,62,62,62,62,62,
4,157,151,135,117,102,86,62,62,62,62,62,62,
5,143,135,118,102,87,73,62,62,62,62,62,62,
7,68,153,149,133,115,101,8,62,62,62,62,62,
0,55,140,135,117,102,86,8,62,62,62,62,62,
1,57,144,138,121,104,89,8,62,62,62,62,62,
9,149,144,128,109,94,81,62,62,62,62,62,62,
10,149,144,124,108,94,80,62,62,62,62,62,62,
4,71,156,152,136,119,103,8,62,62,62,62,62,
10,146,139,121,105,90,76,62,62,62,62,62,62,
11,146,140,122,106,91,77,62,62,62,62,62,62,
0,146,140,122,106,91,77,62,62,62,62,62,62,
1,148,142,123,107,92,79,62,62,62,62,62,62,
2,66,150,146,130,111,97,8,62,62,62,62,62,
3,57,144,139,121,105,90,8,62,62,62,62,62,
2,66,150,146,130,112,98,8,62,62,62,62,62,
7,149,144,128,109,94,81,62,62,62,62,62,62,
0,146,139,121,105,90,76,62,62,62,62,62,62,
1,143,135,117,102,86,72,62,62,62,62,62,62,
4,60,146,143,124,107,93,8,62,62,62,62,62,
4,155,149,133,115,100,85,62,62,62,62,62,62,
5,65,149,146,129,111,97,8,62,62,62,62,62,
6,59,145,141,122,106,91,8,62,62,62,62,62,
2,160,153,138,120,104,88,62,62,62,62,62,62,
3,145,138,121,104,89,75,62,62,62,62,62,62,
4,66,150,146,130,111,97,8,62,62,62,62,62,
2,148,142,123,107,92,79,62,62,62,62,62,62,
5,60,147,143,124,108,93,8,62,62,62,62,62,
6,68,153,149,133,115,101,8,62,62,62,62,62,
4,147,172,166,150,134,116,62,62,62,62,62,62,
5,84,170,166,150,135,117,8,62,62,62,62,62,
5,148,143,124,108,93,80,62,62,62,62,62,62,
6,148,143,123,107,92,79,62,62,62,62,62,62,
10,78,164,159,144,124,108,8,62,62,62,62,62,
11,59,145,141,123,106,91,8,62,62,62,62,62,
0,67,151,147,131,113,99,8,62,62,62,62,62,
1,58,145,141,122,106,91,8,62,62,62,62,62,
4,157,150,135,117,102,86,62,62,62,62,62,62,
1,59,146,143,124,107,93,8,62,62,62,62,62,
2,56,142,136,119,103,87,8,62,62,62,62,62,
5,150,145,128,109,95,81,62,62,62,62,62,62,
6,157,150,135,117,102,86,62,62,62,62,62,62,
4,162,171,162,146,130,111,62,62,62,62,62,62,
